Commodity,Year,Attribute,Value,Notes
"Caloric sweeteners, per capita availability - historical",1965,"Caloric sweeteners-Corn sweeteners-Total-Pounds, dry weight",15.31420765,
"Caloric sweeteners, per capita availability - historical",1909,"Caloric sweeteners-Edible syrups-Pounds, dry weight",3.714873572,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1910,"Caloric sweeteners-Edible syrups-Pounds, dry weight",3.927617449,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1911,"Caloric sweeteners-Edible syrups-Pounds, dry weight",4.140361326,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1912,"Caloric sweeteners-Edible syrups-Pounds, dry weight",3.98158175,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1913,"Caloric sweeteners-Edible syrups-Pounds, dry weight",3.974317325,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1914,"Caloric sweeteners-Edible syrups-Pounds, dry weight",3.747044597,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1915,"Caloric sweeteners-Edible syrups-Pounds, dry weight",3.617322721,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1916,"Caloric sweeteners-Edible syrups-Pounds, dry weight",3.693080297,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1917,"Caloric sweeteners-Edible syrups-Pounds, dry weight",3.747044597,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1918,"Caloric sweeteners-Edible syrups-Pounds, dry weight",5.853727868,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1919,"Caloric sweeteners-Edible syrups-Pounds, dry weight",5.640234988,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1920,"Caloric sweeteners-Edible syrups-Pounds, dry weight",4.659537604,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1921,"Caloric sweeteners-Edible syrups-Pounds, dry weight",4.529815727,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1922,"Caloric sweeteners-Edible syrups-Pounds, dry weight",4.335463028,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1923,"Caloric sweeteners-Edible syrups-Pounds, dry weight",3.317694515,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1924,"Caloric sweeteners-Edible syrups-Pounds, dry weight",2.78416987,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1925,"Caloric sweeteners-Edible syrups-Pounds, dry weight",2.637302146,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1926,"Caloric sweeteners-Edible syrups-Pounds, dry weight",2.424558269,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1927,"Caloric sweeteners-Edible syrups-Pounds, dry weight",2.647860379,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1928,"Caloric sweeteners-Edible syrups-Pounds, dry weight",2.496345227,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1929,"Caloric sweeteners-Edible syrups-Pounds, dry weight",2.26839569,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1930,"Caloric sweeteners-Edible syrups-Pounds, dry weight",2.326330608,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1931,"Caloric sweeteners-Edible syrups-Pounds, dry weight",1.99112928,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1932,"Caloric sweeteners-Edible syrups-Pounds, dry weight",2.821168805,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1933,"Caloric sweeteners-Edible syrups-Pounds, dry weight",2.958155107,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1934,"Caloric sweeteners-Edible syrups-Pounds, dry weight",3.091170791,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1935,"Caloric sweeteners-Edible syrups-Pounds, dry weight",3.145135091,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1936,"Caloric sweeteners-Edible syrups-Pounds, dry weight",2.99361994,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1937,"Caloric sweeteners-Edible syrups-Pounds, dry weight",2.56086776,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1938,"Caloric sweeteners-Edible syrups-Pounds, dry weight",2.622096486,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1939,"Caloric sweeteners-Edible syrups-Pounds, dry weight",2.26839569,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1940,"Caloric sweeteners-Edible syrups-Pounds, dry weight",2.261131265,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1941,"Caloric sweeteners-Edible syrups-Pounds, dry weight",1.717156677,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1942,"Caloric sweeteners-Edible syrups-Pounds, dry weight",2.414000036,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1943,"Caloric sweeteners-Edible syrups-Pounds, dry weight",2.866605303,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1944,"Caloric sweeteners-Edible syrups-Pounds, dry weight",2.997003989,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1945,"Caloric sweeteners-Edible syrups-Pounds, dry weight",3.226307145,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1946,"Caloric sweeteners-Edible syrups-Pounds, dry weight",3.112197015,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1947,"Caloric sweeteners-Edible syrups-Pounds, dry weight",2.555633765,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1948,"Caloric sweeteners-Edible syrups-Pounds, dry weight",1.76782717,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1949,"Caloric sweeteners-Edible syrups-Pounds, dry weight",1.346310033,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1950,"Caloric sweeteners-Edible syrups-Pounds, dry weight",1.061102388,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1951,"Caloric sweeteners-Edible syrups-Pounds, dry weight",1.133566156,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1952,"Caloric sweeteners-Edible syrups-Pounds, dry weight",0.77986536,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1953,"Caloric sweeteners-Edible syrups-Pounds, dry weight",0.77986536,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1954,"Caloric sweeteners-Edible syrups-Pounds, dry weight",0.77986536,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1955,"Caloric sweeteners-Edible syrups-Pounds, dry weight",0.711372209,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1956,"Caloric sweeteners-Edible syrups-Pounds, dry weight",0.638908441,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1957,"Caloric sweeteners-Edible syrups-Pounds, dry weight",0.638908441,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1958,"Caloric sweeteners-Edible syrups-Pounds, dry weight",0.638908441,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1959,"Caloric sweeteners-Edible syrups-Pounds, dry weight",0.642879059,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1960,"Caloric sweeteners-Edible syrups-Pounds, dry weight",0.57041529,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1961,"Caloric sweeteners-Edible syrups-Pounds, dry weight",0.567121483,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1962,"Caloric sweeteners-Edible syrups-Pounds, dry weight",0.494657715,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1963,"Caloric sweeteners-Edible syrups-Pounds, dry weight",0.494657715,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1964,"Caloric sweeteners-Edible syrups-Pounds, dry weight",0.494657715,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1965,"Caloric sweeteners-Edible syrups-Pounds, dry weight",0.494657715,"Contains estimates of sorgo, maple and sugarcane syrup, edible molasses, and edible refiners' syrup."
"Caloric sweeteners, per capita availability - historical",1909,"Caloric sweeteners-Honey-Pounds, dry weight",0.983606557,
"Caloric sweeteners, per capita availability - historical",1910,"Caloric sweeteners-Honey-Pounds, dry weight",0.983606557,
"Caloric sweeteners, per capita availability - historical",1911,"Caloric sweeteners-Honey-Pounds, dry weight",0.983606557,
"Caloric sweeteners, per capita availability - historical",1912,"Caloric sweeteners-Honey-Pounds, dry weight",0.983606557,
"Caloric sweeteners, per capita availability - historical",1913,"Caloric sweeteners-Honey-Pounds, dry weight",0.983606557,
"Caloric sweeteners, per capita availability - historical",1914,"Caloric sweeteners-Honey-Pounds, dry weight",0.983606557,
"Caloric sweeteners, per capita availability - historical",1915,"Caloric sweeteners-Honey-Pounds, dry weight",0.983606557,
"Caloric sweeteners, per capita availability - historical",1916,"Caloric sweeteners-Honey-Pounds, dry weight",0.983606557,
"Caloric sweeteners, per capita availability - historical",1917,"Caloric sweeteners-Honey-Pounds, dry weight",0.983606557,
"Caloric sweeteners, per capita availability - historical",1918,"Caloric sweeteners-Honey-Pounds, dry weight",0.983606557,
"Caloric sweeteners, per capita availability - historical",1919,"Caloric sweeteners-Honey-Pounds, dry weight",0.819672131,
"Caloric sweeteners, per capita availability - historical",1920,"Caloric sweeteners-Honey-Pounds, dry weight",0.901639344,
"Caloric sweeteners, per capita availability - historical",1921,"Caloric sweeteners-Honey-Pounds, dry weight",0.983606557,
"Caloric sweeteners, per capita availability - historical",1922,"Caloric sweeteners-Honey-Pounds, dry weight",1.06557377,
"Caloric sweeteners, per capita availability - historical",1923,"Caloric sweeteners-Honey-Pounds, dry weight",1.147540984,
"Caloric sweeteners, per capita availability - historical",1924,"Caloric sweeteners-Honey-Pounds, dry weight",1.147540984,
"Caloric sweeteners, per capita availability - historical",1925,"Caloric sweeteners-Honey-Pounds, dry weight",1.229508197,
"Caloric sweeteners, per capita availability - historical",1926,"Caloric sweeteners-Honey-Pounds, dry weight",1.31147541,
"Caloric sweeteners, per capita availability - historical",1927,"Caloric sweeteners-Honey-Pounds, dry weight",1.31147541,
"Caloric sweeteners, per capita availability - historical",1928,"Caloric sweeteners-Honey-Pounds, dry weight",1.393442623,
"Caloric sweeteners, per capita availability - historical",1929,"Caloric sweeteners-Honey-Pounds, dry weight",1.393442623,
"Caloric sweeteners, per capita availability - historical",1930,"Caloric sweeteners-Honey-Pounds, dry weight",1.147540984,
"Caloric sweeteners, per capita availability - historical",1931,"Caloric sweeteners-Honey-Pounds, dry weight",1.06557377,
"Caloric sweeteners, per capita availability - historical",1932,"Caloric sweeteners-Honey-Pounds, dry weight",1.147540984,
"Caloric sweeteners, per capita availability - historical",1933,"Caloric sweeteners-Honey-Pounds, dry weight",0.983606557,
"Caloric sweeteners, per capita availability - historical",1934,"Caloric sweeteners-Honey-Pounds, dry weight",0.983606557,
"Caloric sweeteners, per capita availability - historical",1935,"Caloric sweeteners-Honey-Pounds, dry weight",0.983606557,
"Caloric sweeteners, per capita availability - historical",1936,"Caloric sweeteners-Honey-Pounds, dry weight",1.147540984,
"Caloric sweeteners, per capita availability - historical",1937,"Caloric sweeteners-Honey-Pounds, dry weight",0.983606557,
"Caloric sweeteners, per capita availability - historical",1938,"Caloric sweeteners-Honey-Pounds, dry weight",1.229508197,
"Caloric sweeteners, per capita availability - historical",1939,"Caloric sweeteners-Honey-Pounds, dry weight",1.147540984,
"Caloric sweeteners, per capita availability - historical",1940,"Caloric sweeteners-Honey-Pounds, dry weight",1.31147541,
"Caloric sweeteners, per capita availability - historical",1941,"Caloric sweeteners-Honey-Pounds, dry weight",1.393442623,
"Caloric sweeteners, per capita availability - historical",1942,"Caloric sweeteners-Honey-Pounds, dry weight",1.229508197,
"Caloric sweeteners, per capita availability - historical",1943,"Caloric sweeteners-Honey-Pounds, dry weight",1.393442623,
"Caloric sweeteners, per capita availability - historical",1944,"Caloric sweeteners-Honey-Pounds, dry weight",1.31147541,
"Caloric sweeteners, per capita availability - historical",1945,"Caloric sweeteners-Honey-Pounds, dry weight",1.475409836,
"Caloric sweeteners, per capita availability - historical",1946,"Caloric sweeteners-Honey-Pounds, dry weight",1.475409836,
"Caloric sweeteners, per capita availability - historical",1947,"Caloric sweeteners-Honey-Pounds, dry weight",1.147540984,
"Caloric sweeteners, per capita availability - historical",1948,"Caloric sweeteners-Honey-Pounds, dry weight",1.06557377,
"Caloric sweeteners, per capita availability - historical",1949,"Caloric sweeteners-Honey-Pounds, dry weight",1.229508197,
"Caloric sweeteners, per capita availability - historical",1950,"Caloric sweeteners-Honey-Pounds, dry weight",1.31147541,
"Caloric sweeteners, per capita availability - historical",1951,"Caloric sweeteners-Honey-Pounds, dry weight",1.393442623,
"Caloric sweeteners, per capita availability - historical",1952,"Caloric sweeteners-Honey-Pounds, dry weight",1.31147541,
"Caloric sweeteners, per capita availability - historical",1953,"Caloric sweeteners-Honey-Pounds, dry weight",1.147540984,
"Caloric sweeteners, per capita availability - historical",1954,"Caloric sweeteners-Honey-Pounds, dry weight",1.147540984,
"Caloric sweeteners, per capita availability - historical",1955,"Caloric sweeteners-Honey-Pounds, dry weight",1.06557377,
"Caloric sweeteners, per capita availability - historical",1956,"Caloric sweeteners-Honey-Pounds, dry weight",1.147540984,
"Caloric sweeteners, per capita availability - historical",1957,"Caloric sweeteners-Honey-Pounds, dry weight",0.983606557,
"Caloric sweeteners, per capita availability - historical",1958,"Caloric sweeteners-Honey-Pounds, dry weight",0.983606557,
"Caloric sweeteners, per capita availability - historical",1959,"Caloric sweeteners-Honey-Pounds, dry weight",1.147540984,
"Caloric sweeteners, per capita availability - historical",1960,"Caloric sweeteners-Honey-Pounds, dry weight",1.147540984,
"Caloric sweeteners, per capita availability - historical",1961,"Caloric sweeteners-Honey-Pounds, dry weight",1.147540984,
"Caloric sweeteners, per capita availability - historical",1962,"Caloric sweeteners-Honey-Pounds, dry weight",1.06557377,
"Caloric sweeteners, per capita availability - historical",1963,"Caloric sweeteners-Honey-Pounds, dry weight",1.147540984,
"Caloric sweeteners, per capita availability - historical",1964,"Caloric sweeteners-Honey-Pounds, dry weight",1.06557377,
"Caloric sweeteners, per capita availability - historical",1965,"Caloric sweeteners-Honey-Pounds, dry weight",0.983606557,
"Caloric sweeteners, per capita availability - historical",1909,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",83.43339209,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1910,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",85.75597203,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1911,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",87.80478148,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1912,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",86.32056171,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1913,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",91.53873748,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1914,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",90.84753033,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1915,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",87.98417154,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1916,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",87.85495036,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1917,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",88.94498024,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1918,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",88.40758336,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1919,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",103.0523176,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1920,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",99.80282844,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1921,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",99.3131187,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1922,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",117.8823968,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1923,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",104.4461098,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1924,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",114.3591547,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1925,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",118.0893969,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1926,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",119.4230404,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1927,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",118.5967371,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1928,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",120.361494,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1929,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",112.6960217,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1930,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",124.5098157,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1931,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",114.1410989,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1932,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",108.3302156,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1933,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",108.8105534,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1934,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",107.6472728,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1935,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",109.8067016,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1936,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",110.9189994,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1937,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",108.5920153,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1938,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",107.7704875,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1939,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",113.4584989,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1940,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",108.4332017,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1941,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",118.2560759,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1942,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",101.1888027,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1943,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",98.69562777,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1944,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",106.9277872,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1945,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",92.04889367,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1946,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",92.96022373,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1947,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",113.4616447,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1948,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",107.5329759,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1949,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",109.8212949,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1950,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",114.6802281,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1951,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",107.7003543,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1952,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",109.9335994,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1953,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",110.0442248,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1954,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",110.0442248,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1955,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",108.0159867,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1956,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",108.8894245,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1957,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",109.9477123,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1958,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",106.8805599,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1959,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",109.8032312,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1960,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",109.7618543,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1961,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",111.0201363,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1962,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",111.4719937,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
"Caloric sweeteners, per capita availability - historical",1963,"Caloric sweeteners-Total caloric sweeteners-Pounds, dry weight",112.6594268,"Refined sugar is used for calculating ""Total Caloric Sweeteners"". "
