Commodity,Year,Attribute,Value,Notes
"Fluid milk: Per capita availability, pounds",2008,Whole milk-Total plain and flavored-Pounds,52.71493427,"Weight reflects milk content of the product. It does not include added sweeteners, flavorings, or other ingredients."
"Fluid milk: Per capita availability, pounds",2009,Whole milk-Total plain and flavored-Pounds,51.49890124,"Weight reflects milk content of the product. It does not include added sweeteners, flavorings, or other ingredients."
"Fluid milk: Per capita availability, pounds",2010,Whole milk-Total plain and flavored-Pounds,48.72823878,"Weight reflects milk content of the product. It does not include added sweeteners, flavorings, or other ingredients."
"Fluid milk: Per capita availability, pounds",2011,Whole milk-Total plain and flavored-Pounds,47.05689787,"Weight reflects milk content of the product. It does not include added sweeteners, flavorings, or other ingredients."
"Fluid milk: Per capita availability, pounds",2012,Whole milk-Total plain and flavored-Pounds,46.11176226,"Weight reflects milk content of the product. It does not include added sweeteners, flavorings, or other ingredients."
"Fluid milk: Per capita availability, pounds",2013,Whole milk-Total plain and flavored-Pounds,45.73571978,"Weight reflects milk content of the product. It does not include added sweeteners, flavorings, or other ingredients."
"Fluid milk: Per capita availability, pounds",2014,Whole milk-Total plain and flavored-Pounds,45.47550789,"Weight reflects milk content of the product. It does not include added sweeteners, flavorings, or other ingredients."
"Fluid milk: Per capita availability, pounds",2015,Whole milk-Total plain and flavored-Pounds,47.1383109,"Weight reflects milk content of the product. It does not include added sweeteners, flavorings, or other ingredients."
"Fluid milk: Per capita availability, pounds",2016,Whole milk-Total plain and flavored-Pounds,49.38792114,"Weight reflects milk content of the product. It does not include added sweeteners, flavorings, or other ingredients."
"Fluid milk: Per capita availability, pounds",2017,Whole milk-Total plain and flavored-Pounds,50.36593336,"Weight reflects milk content of the product. It does not include added sweeteners, flavorings, or other ingredients."
"Fluid milk: Per capita availability, pounds",2018,Whole milk-Total plain and flavored-Pounds,51.1121483,"Weight reflects milk content of the product. It does not include added sweeteners, flavorings, or other ingredients."
"Fluid milk: Per capita availability, pounds",2019,Whole milk-Total plain and flavored-Pounds,51.75214686,"Weight reflects milk content of the product. It does not include added sweeteners, flavorings, or other ingredients."
"Fluid milk: Per capita availability, pounds",1909,Lower fat and skim milk-Plain-2 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1910,Lower fat and skim milk-Plain-2 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1911,Lower fat and skim milk-Plain-2 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1912,Lower fat and skim milk-Plain-2 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1913,Lower fat and skim milk-Plain-2 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1914,Lower fat and skim milk-Plain-2 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1915,Lower fat and skim milk-Plain-2 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1916,Lower fat and skim milk-Plain-2 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1917,Lower fat and skim milk-Plain-2 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1918,Lower fat and skim milk-Plain-2 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1919,Lower fat and skim milk-Plain-2 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1920,Lower fat and skim milk-Plain-2 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1921,Lower fat and skim milk-Plain-2 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1922,Lower fat and skim milk-Plain-2 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1923,Lower fat and skim milk-Plain-2 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1924,Lower fat and skim milk-Plain-2 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1925,Lower fat and skim milk-Plain-2 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1926,Lower fat and skim milk-Plain-2 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1927,Lower fat and skim milk-Plain-2 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1928,Lower fat and skim milk-Plain-2 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1929,Lower fat and skim milk-Plain-2 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1930,Lower fat and skim milk-Plain-2 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1931,Lower fat and skim milk-Plain-2 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1932,Lower fat and skim milk-Plain-2 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1933,Lower fat and skim milk-Plain-2 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1934,Lower fat and skim milk-Plain-2 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1935,Lower fat and skim milk-Plain-2 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1936,Lower fat and skim milk-Plain-2 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1937,Lower fat and skim milk-Plain-2 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1938,Lower fat and skim milk-Plain-2 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1939,Lower fat and skim milk-Plain-2 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1940,Lower fat and skim milk-Plain-2 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1941,Lower fat and skim milk-Plain-2 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1942,Lower fat and skim milk-Plain-2 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1943,Lower fat and skim milk-Plain-2 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1944,Lower fat and skim milk-Plain-2 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1945,Lower fat and skim milk-Plain-2 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1946,Lower fat and skim milk-Plain-2 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1947,Lower fat and skim milk-Plain-2 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1948,Lower fat and skim milk-Plain-2 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1949,Lower fat and skim milk-Plain-2 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1950,Lower fat and skim milk-Plain-2 percent-Pounds,0.006612226,
"Fluid milk: Per capita availability, pounds",1951,Lower fat and skim milk-Plain-2 percent-Pounds,0.013045463,
"Fluid milk: Per capita availability, pounds",1952,Lower fat and skim milk-Plain-2 percent-Pounds,0.064231439,
"Fluid milk: Per capita availability, pounds",1953,Lower fat and skim milk-Plain-2 percent-Pounds,0.126388696,
"Fluid milk: Per capita availability, pounds",1954,Lower fat and skim milk-Plain-2 percent-Pounds,0.210965228,
"Fluid milk: Per capita availability, pounds",1955,Lower fat and skim milk-Plain-2 percent-Pounds,0.304306546,
"Fluid milk: Per capita availability, pounds",1956,Lower fat and skim milk-Plain-2 percent-Pounds,0.400463821,
"Fluid milk: Per capita availability, pounds",1957,Lower fat and skim milk-Plain-2 percent-Pounds,0.475433026,
"Fluid milk: Per capita availability, pounds",1958,Lower fat and skim milk-Plain-2 percent-Pounds,1.107777521,
"Fluid milk: Per capita availability, pounds",1959,Lower fat and skim milk-Plain-2 percent-Pounds,1.616663547,
"Fluid milk: Per capita availability, pounds",1960,Lower fat and skim milk-Plain-2 percent-Pounds,2.16136327,
"Fluid milk: Per capita availability, pounds",1961,Lower fat and skim milk-Plain-2 percent-Pounds,3.284296581,
"Fluid milk: Per capita availability, pounds",1962,Lower fat and skim milk-Plain-2 percent-Pounds,4.521696067,
"Fluid milk: Per capita availability, pounds",1963,Lower fat and skim milk-Plain-2 percent-Pounds,6.212761894,
"Fluid milk: Per capita availability, pounds",1964,Lower fat and skim milk-Plain-2 percent-Pounds,8.402174311,
"Fluid milk: Per capita availability, pounds",1965,Lower fat and skim milk-Plain-2 percent-Pounds,10.62906276,
"Fluid milk: Per capita availability, pounds",1966,Lower fat and skim milk-Plain-2 percent-Pounds,14.16329202,
"Fluid milk: Per capita availability, pounds",1967,Lower fat and skim milk-Plain-2 percent-Pounds,17.15310169,
"Fluid milk: Per capita availability, pounds",1968,Lower fat and skim milk-Plain-2 percent-Pounds,20.62698409,
"Fluid milk: Per capita availability, pounds",1969,Lower fat and skim milk-Plain-2 percent-Pounds,25.08131191,
"Fluid milk: Per capita availability, pounds",1970,Lower fat and skim milk-Plain-2 percent-Pounds,27.99729391,
"Fluid milk: Per capita availability, pounds",1971,Lower fat and skim milk-Plain-2 percent-Pounds,30.94857054,
"Fluid milk: Per capita availability, pounds",1972,Lower fat and skim milk-Plain-2 percent-Pounds,34.56547084,
"Fluid milk: Per capita availability, pounds",1973,Lower fat and skim milk-Plain-2 percent-Pounds,39.09499094,
"Fluid milk: Per capita availability, pounds",1974,Lower fat and skim milk-Plain-2 percent-Pounds,38.15001266,
"Fluid milk: Per capita availability, pounds",1975,Lower fat and skim milk-Plain-2 percent-Pounds,40.49845683,
"Fluid milk: Per capita availability, pounds",1976,Lower fat and skim milk-Plain-2 percent-Pounds,43.92290969,
"Fluid milk: Per capita availability, pounds",1977,Lower fat and skim milk-Plain-2 percent-Pounds,47.42901347,
"Fluid milk: Per capita availability, pounds",1978,Lower fat and skim milk-Plain-2 percent-Pounds,49.6048988,
"Fluid milk: Per capita availability, pounds",1979,Lower fat and skim milk-Plain-2 percent-Pounds,52.37635093,
"Fluid milk: Per capita availability, pounds",1980,Lower fat and skim milk-Plain-2 percent-Pounds,54.72549235,
"Fluid milk: Per capita availability, pounds",1981,Lower fat and skim milk-Plain-2 percent-Pounds,57.03677233,
"Fluid milk: Per capita availability, pounds",1982,Lower fat and skim milk-Plain-2 percent-Pounds,58.27836867,
"Fluid milk: Per capita availability, pounds",1983,Lower fat and skim milk-Plain-2 percent-Pounds,60.66503559,
"Fluid milk: Per capita availability, pounds",1984,Lower fat and skim milk-Plain-2 percent-Pounds,64.21286971,
"Fluid milk: Per capita availability, pounds",1985,Lower fat and skim milk-Plain-2 percent-Pounds,68.54709907,
"Fluid milk: Per capita availability, pounds",1986,Lower fat and skim milk-Plain-2 percent-Pounds,71.76023287,
"Fluid milk: Per capita availability, pounds",1987,Lower fat and skim milk-Plain-2 percent-Pounds,72.64052433,
"Fluid milk: Per capita availability, pounds",1988,Lower fat and skim milk-Plain-2 percent-Pounds,75.50951129,
"Fluid milk: Per capita availability, pounds",1989,Lower fat and skim milk-Plain-2 percent-Pounds,79.21999522,
"Fluid milk: Per capita availability, pounds",1990,Lower fat and skim milk-Plain-2 percent-Pounds,78.37819432,
"Fluid milk: Per capita availability, pounds",1991,Lower fat and skim milk-Plain-2 percent-Pounds,78.38138042,
"Fluid milk: Per capita availability, pounds",1992,Lower fat and skim milk-Plain-2 percent-Pounds,77.38758898,
"Fluid milk: Per capita availability, pounds",1993,Lower fat and skim milk-Plain-2 percent-Pounds,75.13109853,
"Fluid milk: Per capita availability, pounds",1994,Lower fat and skim milk-Plain-2 percent-Pounds,73.44770186,
"Fluid milk: Per capita availability, pounds",1995,Lower fat and skim milk-Plain-2 percent-Pounds,69.25844418,
"Fluid milk: Per capita availability, pounds",1996,Lower fat and skim milk-Plain-2 percent-Pounds,67.53676771,
"Fluid milk: Per capita availability, pounds",1997,Lower fat and skim milk-Plain-2 percent-Pounds,65.03647574,
"Fluid milk: Per capita availability, pounds",1998,Lower fat and skim milk-Plain-2 percent-Pounds,62.83396289,
"Fluid milk: Per capita availability, pounds",1999,Lower fat and skim milk-Plain-2 percent-Pounds,62.67560206,
"Fluid milk: Per capita availability, pounds",2000,Lower fat and skim milk-Plain-2 percent-Pounds,61.72759877,
"Fluid milk: Per capita availability, pounds",2001,Lower fat and skim milk-Plain-2 percent-Pounds,60.91379689,
"Fluid milk: Per capita availability, pounds",2002,Lower fat and skim milk-Plain-2 percent-Pounds,60.4901433,
"Fluid milk: Per capita availability, pounds",2003,Lower fat and skim milk-Plain-2 percent-Pounds,59.99729587,
"Fluid milk: Per capita availability, pounds",2004,Lower fat and skim milk-Plain-2 percent-Pounds,59.79544374,
"Fluid milk: Per capita availability, pounds",2005,Lower fat and skim milk-Plain-2 percent-Pounds,60.30130174,
"Fluid milk: Per capita availability, pounds",2006,Lower fat and skim milk-Plain-2 percent-Pounds,60.35904125,
"Fluid milk: Per capita availability, pounds",2007,Lower fat and skim milk-Plain-2 percent-Pounds,60.53884991,
"Fluid milk: Per capita availability, pounds",2008,Lower fat and skim milk-Plain-2 percent-Pounds,60.95477417,
"Fluid milk: Per capita availability, pounds",2009,Lower fat and skim milk-Plain-2 percent-Pounds,61.4674182,
"Fluid milk: Per capita availability, pounds",2010,Lower fat and skim milk-Plain-2 percent-Pounds,61.80556392,
"Fluid milk: Per capita availability, pounds",2011,Lower fat and skim milk-Plain-2 percent-Pounds,60.8739578,
"Fluid milk: Per capita availability, pounds",2012,Lower fat and skim milk-Plain-2 percent-Pounds,59.60341902,
"Fluid milk: Per capita availability, pounds",2013,Lower fat and skim milk-Plain-2 percent-Pounds,58.48122644,
"Fluid milk: Per capita availability, pounds",2014,Lower fat and skim milk-Plain-2 percent-Pounds,56.11072397,
"Fluid milk: Per capita availability, pounds",2015,Lower fat and skim milk-Plain-2 percent-Pounds,52.26875257,
"Fluid milk: Per capita availability, pounds",2016,Lower fat and skim milk-Plain-2 percent-Pounds,51.26720997,
"Fluid milk: Per capita availability, pounds",2017,Lower fat and skim milk-Plain-2 percent-Pounds,49.54189669,
"Fluid milk: Per capita availability, pounds",2018,Lower fat and skim milk-Plain-2 percent-Pounds,47.95163559,
"Fluid milk: Per capita availability, pounds",2019,Lower fat and skim milk-Plain-2 percent-Pounds,46.55441813,
"Fluid milk: Per capita availability, pounds",1909,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1910,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1911,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1912,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1913,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1914,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1915,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1916,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1917,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1918,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1919,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1920,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1921,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1922,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1923,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1924,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1925,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1926,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1927,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1928,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1929,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1930,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1931,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1932,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1933,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1934,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1935,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1936,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1937,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1938,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1939,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1940,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1941,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1942,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1943,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1944,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1945,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1946,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1947,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1948,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1949,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1950,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1951,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1952,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1953,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1954,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1955,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1956,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1957,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1958,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1959,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1960,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1961,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1962,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1963,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1964,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1965,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1966,Lower fat and skim milk-Plain-1 percent-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1967,Lower fat and skim milk-Plain-1 percent-Pounds,0.830560578,
"Fluid milk: Per capita availability, pounds",1968,Lower fat and skim milk-Plain-1 percent-Pounds,1.57473207,
"Fluid milk: Per capita availability, pounds",1969,Lower fat and skim milk-Plain-1 percent-Pounds,1.71313653,
"Fluid milk: Per capita availability, pounds",1970,Lower fat and skim milk-Plain-1 percent-Pounds,1.8187701,
"Fluid milk: Per capita availability, pounds",1971,Lower fat and skim milk-Plain-1 percent-Pounds,3.002509344,
"Fluid milk: Per capita availability, pounds",1972,Lower fat and skim milk-Plain-1 percent-Pounds,4.64918484,
"Fluid milk: Per capita availability, pounds",1973,Lower fat and skim milk-Plain-1 percent-Pounds,3.960124339,
"Fluid milk: Per capita availability, pounds",1974,Lower fat and skim milk-Plain-1 percent-Pounds,7.612190755,
"Fluid milk: Per capita availability, pounds",1975,Lower fat and skim milk-Plain-1 percent-Pounds,12.72596477,
"Fluid milk: Per capita availability, pounds",1976,Lower fat and skim milk-Plain-1 percent-Pounds,13.21456314,
"Fluid milk: Per capita availability, pounds",1977,Lower fat and skim milk-Plain-1 percent-Pounds,13.66490717,
"Fluid milk: Per capita availability, pounds",1978,Lower fat and skim milk-Plain-1 percent-Pounds,14.55683379,
"Fluid milk: Per capita availability, pounds",1979,Lower fat and skim milk-Plain-1 percent-Pounds,14.61033901,
"Fluid milk: Per capita availability, pounds",1980,Lower fat and skim milk-Plain-1 percent-Pounds,15.32841897,
"Fluid milk: Per capita availability, pounds",1981,Lower fat and skim milk-Plain-1 percent-Pounds,15.5752922,
"Fluid milk: Per capita availability, pounds",1982,Lower fat and skim milk-Plain-1 percent-Pounds,15.26780164,
"Fluid milk: Per capita availability, pounds",1983,Lower fat and skim milk-Plain-1 percent-Pounds,14.77809335,
"Fluid milk: Per capita availability, pounds",1984,Lower fat and skim milk-Plain-1 percent-Pounds,14.3411428,
"Fluid milk: Per capita availability, pounds",1985,Lower fat and skim milk-Plain-1 percent-Pounds,14.72318892,
"Fluid milk: Per capita availability, pounds",1986,Lower fat and skim milk-Plain-1 percent-Pounds,16.34094439,
"Fluid milk: Per capita availability, pounds",1987,Lower fat and skim milk-Plain-1 percent-Pounds,15.64247655,
"Fluid milk: Per capita availability, pounds",1988,Lower fat and skim milk-Plain-1 percent-Pounds,15.34566604,
"Fluid milk: Per capita availability, pounds",1989,Lower fat and skim milk-Plain-1 percent-Pounds,16.98005421,
"Fluid milk: Per capita availability, pounds",1990,Lower fat and skim milk-Plain-1 percent-Pounds,19.80586725,
"Fluid milk: Per capita availability, pounds",1991,Lower fat and skim milk-Plain-1 percent-Pounds,20.59443199,
"Fluid milk: Per capita availability, pounds",1992,Lower fat and skim milk-Plain-1 percent-Pounds,20.95012358,
"Fluid milk: Per capita availability, pounds",1993,Lower fat and skim milk-Plain-1 percent-Pounds,20.3794259,
"Fluid milk: Per capita availability, pounds",1994,Lower fat and skim milk-Plain-1 percent-Pounds,20.55669147,
"Fluid milk: Per capita availability, pounds",1995,Lower fat and skim milk-Plain-1 percent-Pounds,21.63152795,
"Fluid milk: Per capita availability, pounds",1996,Lower fat and skim milk-Plain-1 percent-Pounds,21.59290853,
"Fluid milk: Per capita availability, pounds",1997,Lower fat and skim milk-Plain-1 percent-Pounds,21.92211908,
"Fluid milk: Per capita availability, pounds",1998,Lower fat and skim milk-Plain-1 percent-Pounds,22.16027319,
"Fluid milk: Per capita availability, pounds",1999,Lower fat and skim milk-Plain-1 percent-Pounds,21.79615826,
"Fluid milk: Per capita availability, pounds",2000,Lower fat and skim milk-Plain-1 percent-Pounds,22.24281644,
"Fluid milk: Per capita availability, pounds",2001,Lower fat and skim milk-Plain-1 percent-Pounds,22.11051493,
"Fluid milk: Per capita availability, pounds",2002,Lower fat and skim milk-Plain-1 percent-Pounds,22.06502306,
"Fluid milk: Per capita availability, pounds",2003,Lower fat and skim milk-Plain-1 percent-Pounds,21.4675607,
"Fluid milk: Per capita availability, pounds",2004,Lower fat and skim milk-Plain-1 percent-Pounds,21.39017623,
"Fluid milk: Per capita availability, pounds",2005,Lower fat and skim milk-Plain-1 percent-Pounds,21.81481407,
"Fluid milk: Per capita availability, pounds",2006,Lower fat and skim milk-Plain-1 percent-Pounds,21.95260889,
"Fluid milk: Per capita availability, pounds",2007,Lower fat and skim milk-Plain-1 percent-Pounds,22.36853355,
"Fluid milk: Per capita availability, pounds",2008,Lower fat and skim milk-Plain-1 percent-Pounds,22.63130508,
"Fluid milk: Per capita availability, pounds",2009,Lower fat and skim milk-Plain-1 percent-Pounds,23.09559845,
"Fluid milk: Per capita availability, pounds",2010,Lower fat and skim milk-Plain-1 percent-Pounds,24.18744247,
"Fluid milk: Per capita availability, pounds",2011,Lower fat and skim milk-Plain-1 percent-Pounds,24.54672209,
"Fluid milk: Per capita availability, pounds",2012,Lower fat and skim milk-Plain-1 percent-Pounds,24.71393918,
"Fluid milk: Per capita availability, pounds",2013,Lower fat and skim milk-Plain-1 percent-Pounds,23.74477606,
"Fluid milk: Per capita availability, pounds",2014,Lower fat and skim milk-Plain-1 percent-Pounds,23.11616933,
"Fluid milk: Per capita availability, pounds",2015,Lower fat and skim milk-Plain-1 percent-Pounds,24.07377883,
"Fluid milk: Per capita availability, pounds",2016,Lower fat and skim milk-Plain-1 percent-Pounds,22.62144777,
"Fluid milk: Per capita availability, pounds",2017,Lower fat and skim milk-Plain-1 percent-Pounds,20.94308572,
"Fluid milk: Per capita availability, pounds",2018,Lower fat and skim milk-Plain-1 percent-Pounds,19.72466036,
"Fluid milk: Per capita availability, pounds",2019,Lower fat and skim milk-Plain-1 percent-Pounds,18.48528155,
"Fluid milk: Per capita availability, pounds",1909,Lower fat and skim milk-Plain-Total plain-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1910,Lower fat and skim milk-Plain-Total plain-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1911,Lower fat and skim milk-Plain-Total plain-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1912,Lower fat and skim milk-Plain-Total plain-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1913,Lower fat and skim milk-Plain-Total plain-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1914,Lower fat and skim milk-Plain-Total plain-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1915,Lower fat and skim milk-Plain-Total plain-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1916,Lower fat and skim milk-Plain-Total plain-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1917,Lower fat and skim milk-Plain-Total plain-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1918,Lower fat and skim milk-Plain-Total plain-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1919,Lower fat and skim milk-Plain-Total plain-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1920,Lower fat and skim milk-Plain-Total plain-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1921,Lower fat and skim milk-Plain-Total plain-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1922,Lower fat and skim milk-Plain-Total plain-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1923,Lower fat and skim milk-Plain-Total plain-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1924,Lower fat and skim milk-Plain-Total plain-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1925,Lower fat and skim milk-Plain-Total plain-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1926,Lower fat and skim milk-Plain-Total plain-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1927,Lower fat and skim milk-Plain-Total plain-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1928,Lower fat and skim milk-Plain-Total plain-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1929,Lower fat and skim milk-Plain-Total plain-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1930,Lower fat and skim milk-Plain-Total plain-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1931,Lower fat and skim milk-Plain-Total plain-Pounds,NA,
"Fluid milk: Per capita availability, pounds",1932,Lower fat and skim milk-Plain-Total plain-Pounds,NA,
